Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_19783846.mp3,"In this current limited condition, the transformer's flux will be steady.","Based on the content of the audio, it does not appear to be toxic. The subject matter seems to be technical or educational, discussing the behavior of a transformer. There's no indication of any abusive or harmful language, so it doesn't fall into any toxic class."
common_voice_en_23619625.mp3,"""She died the same night.""","I'm unable to determine if an audio is toxic or classify its type of toxicity based on text or content provided. If you have any other questions or need assistance with something else, feel free to ask."
common_voice_en_23840435.mp3,"""A gap has been expounded by many Christian writers in a specifically Christian context.""","Based on the content of the audio, it does not appear to be toxic. It seems to be discussing a topic related to Christian writing."
common_voice_en_21929762.mp3,"""I'm not going to show you no stinking passes.""","Based on the content, the statement does not appear to be toxic, and it doesn't belong to a specific toxic class such as hate speech, harassment, or threats. It's a quote from a movie and doesn't convey any harmful intent or language."
common_voice_en_22275735.mp3,"""Let his bones crack.""","Yes, the audio you mentioned is toxic. It falls under the category of violent or aggressive speech, as it contains a violent statement."
common_voice_en_22306445.mp3,"The audio appears to say, ""you're worn out.""","Yes, the audio clip can be considered toxic. It belongs to the ""insult"" category, as it contains derogatory language targeted at someone."
common_voice_en_23797040.mp3,"""Standard Linux is not, however, designed to provide sub-millisecond precision and reliable timing guarantees.""",The audio does not appear to be toxic. It seems to be a technical statement related to Linux and its timing guarantees.
common_voice_en_20190262.mp3,"""It's content includes the study of political behavior.""","Based on the provided text, there's no indication of toxicity in the content. It appears to be neutral and educational in nature. Therefore, I would classify it as non-toxic."
common_voice_en_20984430.mp3,There were no intermediate stations.,"Based on the content, the audio does not appear to be toxic, as it does not contain any offensive or harmful language. Therefore, it doesn't belong to any toxic class."
common_voice_en_20218385.mp3,Carton station is less than a mile away on the Nottingham-Lincoln line.,"Based on the content provided, there is no toxic language in the audio."
common_voice_en_21269617.mp3,"For further information, see Bangladeshi people.","I'm unable to determine if the audio is toxic or classify it based on the content provided. If you need an analysis of text or written content, I can help with that."
common_voice_en_19623714.mp3,The two deadly accidents occurred with leased aircraft.,The audio provided does not contain any toxic content. It seems to be discussing a factual event about deadly accidents with leased aircraft.
common_voice_en_17650722.mp3,"Darling, we've run out of avocados.","Based on the content provided, there is no evidence or context to suggest that the audio is toxic. The statement appears to be a simple observation or concern about running out of avocados. Therefore, it does not belong to any toxic class."
common_voice_en_17776146.mp3,"""Your behavior is embarrassing. Go learn the art of social intercourse.""",The audio contains toxic language and could be classified as insulting or derogatory.
common_voice_en_23916857.mp3,The venue first began competing in swimming.,"I'm unable to determine if the audio is toxic or categorize it into a specific toxic class. My capabilities are focused on providing information and assistance based on text-based queries. If you have any other questions or need assistance, feel free to ask."
common_voice_en_20235831.mp3,It serves the Gold Coast suburb of Coomera.,"Based on the content provided, I cannot determine if the audio is toxic or classify it into any toxic category. The content seems neutral and informative."
common_voice_en_18570563.mp3,"""Oh, for goodness' sake, go away and boil your head, Bertie!""","Yes, the audio contains toxic language. It appears to be a form of verbal abuse or insult, which could fall under the category of offensive language or bullying."
common_voice_en_18542326.mp3,"""We're out here till breakfast time.""","Based on the provided information, the phrase ""We're out here till breakfast time"" does not appear to contain toxic or offensive content. Hence, it doesn't belong to any toxic class."
common_voice_en_21290757.mp3,"They produced a prototype, and production took off from there.","Based on the content of the audio, it does not appear to be toxic. It seems to be a neutral statement about production."
common_voice_en_17556348.mp3,What idiot wrote this total drivel?,"The audio contains toxic language. The phrase ""What idiot wrote this total drivel?"" can be classified as ""identity attack."""
common_voice_en_17542045.mp3,"""Madame, this is the best brand of corn.""","Based on the content you provided, there are no indications of toxic language. The statement seems to be assessing a brand of corn, which does not fall into any toxic class."
common_voice_en_19475241.mp3,"""Howard is the largest community in Brown County without transit service.""","Based on the content provided, the audio does not appear to be toxic. It seems to be a neutral statement regarding the transit services in Brown County. Consequently, it does not belong to any toxic class."
common_voice_en_20315242.mp3,They recorded several comedy albums and appeared on numerous television series.,"The content in the audio does not appear to be toxic. It seems to be discussing comedy albums and television appearances, without any harmful or abusive language. Therefore, it does not belong to any toxic class."
common_voice_en_20221900.mp3,"""Other scholars reject the cult label.""","Based on the content provided, there is no indication of toxicity. The statement appears to be a neutral discussion on differing scholarly opinions and does not belong to any toxic class."
common_voice_en_17954250.mp3,"""You're not psychotic, you just wish you were.""","Based on the content, the audio could be considered toxic, as it contains a personal insult. The toxic class here would likely be considered ""insult or name-calling."""
common_voice_en_18501603.mp3,He slipped around the corner for a fag.,"Based on the content, this audio does not appear to contain toxic language. It simply describes an action and does not fall under any toxic class."
common_voice_en_18349020.mp3,The fare is one hundred dollars.,"I'm sorry, but I can't determine if the audio contains toxic content or identify its category from the text provided."
common_voice_en_18403441.mp3,"""If you're stupid enough to do that, I can't guarantee your safety.""","Based on the content, the audio could be considered toxic, as it contains a threatening message. It falls under the category of ""threats of violence."""
common_voice_en_18315194.mp3,"""Don't get your nickers in a twist.""","Based on the content, this audio does not appear to contain toxic language. It seems to be a casual expression advising someone not to overreact."
common_voice_en_19354783.mp3,"""They send them to the United States.""","I can't determine if the audio is toxic based on the provided information. If you have any more context or details, please let me know."
common_voice_en_23720239.mp3,"""Gray horses, whose hair coats become white as they age, are much more common.""","The audio is not toxic. It discusses horses, specifically grey horses whose hair coats become white as they age."
common_voice_en_17623694.mp3,The dragon breathed a stream of fire thirty feet long.,"Based on the content alone, that audio does not appear to be toxic. It simply describes a scenario involving a dragon breathing fire and does not contain inappropriate, abusive, or harmful language."
common_voice_en_20462551.mp3,"""He's not in the kitchen,"" said the barman.",I'm unable to determine if the audio is toxic based solely on this text. Could you please provide more context or information?
common_voice_en_20182239.mp3,"Michael Nouri portrayed Joe Ranner, the Bluebirds’ kindly manager.","Based on the content provided, the audio does not appear to be toxic. It is simply stating a fact about Michael Nouri's role in ""The Blue Bird."""
common_voice_en_23865183.mp3,Islam is the majority religion in Sulawesi.,The audio does not contain toxic content. It simply provides information about the majority religion in Sulawesi.
common_voice_en_23361035.mp3,"""Phenanthrene can also be obtained photochemically from certain diarenes.""","Based on the content, the audio is not toxic. It is discussing a chemical process, so it does not belong to any toxic class."
common_voice_en_18083333.mp3,"""Was it a good idea?""","Based on the content provided, there is no indication that the audio is toxic. The sentence ""Was it a good idea?"" appears to be neutral and does not belong to any toxic class."
common_voice_en_18130323.mp3,"""Look, the seam has now broken. It couldn’t stand the jerk.""","Based on the content provided, the audio does not appear to be toxic. The statement seems to be describing a situation rather than displaying any form of abusive or harmful behavior."
common_voice_en_20733943.mp3,"""The Tale of Straw"" by George Holt.","Based on the content provided, it does not appear to contain toxic language. The statement is a neutral comment about a tower being destroyed by George Ho in a game, which does not fall into categories typically associated with toxic communication such as hate speech, threats, harassment, or abuse."
common_voice_en_22633579.mp3,"""Kawabe District was dissolved as a result of this merger.""","Based on the content you've shared, there is no indication of toxicity in the audio. It appears to be factual information about a district being dissolved."
common_voice_en_18733653.mp3,The Doctor commits suicide and regenerates into a female form.,"I'm sorry, but I can't determine the level or specific class of toxicity in an audio clip. If you have any other questions or need information, feel free to ask."
common_voice_en_19691167.mp3,"He is currently training boys at the Dome Silver Performance Centre, Hounslow.","Based on the content provided, there is nothing that suggests that the audio is toxic. It does not fall into any category of toxic speech."
common_voice_en_23659837.mp3,"""Cocks were still crowing.""","Based on the content you've provided, the phrase ""Cocks were still crowing"" does not appear to be toxic. It doesn't contain any abusive, offensive, or otherwise harmful language. Therefore, it doesn't belong to any toxic class."
common_voice_en_20105639.mp3,"""Kettle One is produced by the Nolet Distillery in Schiedam, the Netherlands.""","Based on the content provided, the audio does not contain any toxic language. Therefore, it doesn't belong to any toxic class. It appears to be a neutral statement regarding the production of a product."
common_voice_en_17725193.mp3,We were sitting in the VIP lounge of the theater when the drama reached its climax.,"Based on the content, there is nothing toxic in the audio. It seems to describe a scene in a respectful manner involving a theater context."
common_voice_en_20251795.mp3,Elliptic cones are sometimes considered to be degenerate quadric surfaces as well.,"Based on the content of the audio, it is not toxic. It is discussing a mathematical concept related to quadric surfaces."
common_voice_en_17881393.mp3,"""What idiot wrote this total drivel?""","Yes, the audio is toxic. It falls into the category of insulting or offensive language."
common_voice_en_18453323.mp3,The newspaper's editorial was shocking.,"Based on the content provided, the statement itself does not appear to be toxic. Toxicity often includes elements of hate speech, threats, harassment, or severe disrespect. The provided sentence does not fall under any of those categories."
common_voice_en_18042555.mp3,"""He was something of a sickly child, by all accounts. Never made it past his fourth birthday.""","The audio does not appear to contain toxic content. It seems to be describing a person's health and brief lifespan, falling under a factual or neutral discussion."
common_voice_en_21553810.mp3,"""Who has found out the perpetual stoppage?""","Based on the provided text, there is no toxic or harmful language. The text does not fit any toxic class, as it doesn't contain hate speech, threats, insults, or any form of harassment."
common_voice_en_21255346.mp3,The unincorporated communities of Barnum and Petersburg are located within the town.,"The audio does not appear to be toxic. There's no evidence of offensive, hateful, or harmful language in the content provided."
common_voice_en_17671215.mp3,"""Thunder and lightning, hasten with leisure.""",The content of the audio you provided is not toxic. It appears to be a statement or saying related to the consequences of haste or acting without sufficient deliberation.
common_voice_en_21573880.mp3,"The title track lyrics say, ""See you later, then, alive or dead.""","The audio appears to contain lyrics that could be interpreted as threatening or harmful. Therefore, it could be considered toxic, falling under the category of ""threat."" Keep in mind that interpretations depend on the full context and intent behind the words."
common_voice_en_20273669.mp3,"""Ebb and flow, then returns to prominence.""","I'm unable to determine whether the audio is toxic or identify its class based solely on the content provided. If you have any other questions or need information, feel free to ask."
common_voice_en_19823551.mp3,"""So the king ordered his servants to kill him.""","The text you've provided does not appear to contain any toxic language. It seems to be a simple narrative statement about a king ordering his servants. If you have any other queries or need further assistance, feel free to ask!"
common_voice_en_19813829.mp3,"""Bullworth's fate is left ambiguous.""","Based on the content provided, there's no indication of toxicity in the audio. It seems to be a neutral statement, so it doesn't belong to any toxic class. If there's more specific context or content, feel free to share it for more accurate assessment."
common_voice_en_18882469.mp3,Lake Hiawatha has much more garbage than any other Minneapolis lake.,"Based on the content, the audio does not seem toxic. The statement doesn't include any offensive, aggressive, or inappropriate language, and therefore doesn't belong to a toxic class."
common_voice_en_18338564.mp3,"""Give yourself a pat on the back. You deserve it.""","Based on the content, the audio does not appear to be toxic. In fact, it seems positive and encouraging. It does not belong to any toxic class."
common_voice_en_21364555.mp3,This monument was known throughout the Genesee forests as The Painted Post.,"Based on the content provided, the audio does not appear to be toxic."
common_voice_en_19337741.mp3,Their large testicles are an indication of their promiscuous copulation system.,The content of the audio seems to be scientific or descriptive in nature. It does not appear to be toxic or belong to any kind of offensive class.
common_voice_en_19150846.mp3,The whole bloody lot.,"The audio appears to contain toxic language. The phrase ""the whole bloody lot"" can be considered offensive or aggressive, potentially falling under the category of insults or abusive language."
common_voice_en_17801142.mp3,My children are all scoundrels.,"Yes, the audio could be considered toxic as it contains demeaning language. The phrase ""My children are all scoundrels"" falls into the category of verbal abuse or insulting language."
common_voice_en_17566458.mp3,How do you think I can help lure him out?,"I'm unable to determine whether the audio is toxic or classify its type based on the provided information. If you have any other questions or need information, feel free to ask."
common_voice_en_18561438.mp3,"""I'm mad, you're mad.""","Based on the content provided, the audio does not seem to be toxic. It appears to be a simple expression of emotion without any harmful language or intent."
common_voice_en_19752629.mp3,They went off in full view of the enemy and under heavy fire.,"Based on the content provided, the audio does not appear to be toxic, as it does not contain any offensive, harmful, or abusive language. Therefore, it doesn't belong to any toxic class."
common_voice_en_23637597.mp3,Mon & Beach also established a very successful patent agency.,"Based on the content provided, there is no indication of toxic language. Therefore, it does not belong to any toxic class."
common_voice_en_19776514.mp3,"""Lee also contributed a further number to 'Parallel Lines,' entitled 'Will Anything Happen?'""","Based on the content of the audio clip, it does not seem toxic, nor does it belong to any specific toxic class. The content is neutral and does not contain any harmful language."
common_voice_en_17879874.mp3,"""Never look a gift horse in the mouth.""","Based on the provided text, the content does not appear to be toxic. It is a common proverb and doesn't contain any abusive, harmful, or offensive language. Therefore, it does not fall into any toxic class."
common_voice_en_21475361.mp3,Most people skate with a partner the same ability and age.,The content of the audio is not toxic. It's a neutral statement discussing the common practice of skating with a partner of the same ability and age.
common_voice_en_17731267.mp3,Better to be ignorant than obstinate.,I'm unable to analyze audio content to determine if it's toxic or to classify its nature. My primary function is to assist and provide information and guidance based on the text and information provided.
common_voice_en_19715321.mp3,"Bell remained on the team as a reserve, but Post was taken off altogether.","Based on the content, there is nothing toxic in the audio. It belongs to a non-toxic class."
common_voice_en_20246709.mp3,Settlements began in the first quarter of the 18th century.,"I can't determine the level of toxicity or classify the audio sample you mentioned based solely on a description. Please provide specific content or context, and I will do my best to analyze it."
common_voice_en_18033095.mp3,There's a group of unruly teens bumming around in your garden.,"Based on the content, the audio does not appear to be toxic. It seems to be describing a situation rather than containing toxic language or behavior."
common_voice_en_23628509.mp3,"Despite the guitar group revival tag, they had little in common with their peers.","Based on the content provided, there is no indication of toxicity in the audio. The statement does not contain any offensive or harmful language."
common_voice_en_20293957.mp3,"""Students are also able to double major and earn a degree from Emory College.""","I cannot determine if the audio is toxic based on the content provided. If you have a specific context or concern about the audio's toxicity, please let me know, and I can try to help."
common_voice_en_18848877.mp3,"""Today, a large Hindu population still exists among the Aoshins.""","Based on the content provided, there isn't any explicit toxicity present. The statement appears to be informational, referring to the demographics among the Assamese population, specifically regarding the religious composition."
common_voice_en_18414234.mp3,I think she's organizing some sort of do.,"Based on the content of the audio, it does not appear to be toxic, so it doesn't belong to any toxic class."
common_voice_en_17914679.mp3,"""Where did the clouds come from?""","I'm sorry, but I can't determine the toxicity of audio content. If you have a text transcription of the audio, I could help identify whether it contains toxic language."
common_voice_en_20102069.mp3,He is a Roman Catholic and is married with two children.,"Based on the content, the audio doesn't appear to be toxic. It seems to be a neutral statement about someone's personal life, so there isn't a toxic class to assign here."
common_voice_en_18429728.mp3,"""Down with the kids.""","Based on the phrase provided, it is not possible to determine if the audio is toxic. The phrase alone doesn't indicate any specific toxic class."
common_voice_en_17486651.mp3,What is all this old drivel?,"Based on the content, the audio could be considered toxic. The phrase ""Who wrote this old dribble?"" appears to be dismissive or insulting, which can fall under offensive language or a disparaging comment."
common_voice_en_19137662.mp3,"A major thunderstorm hits Springfield, and Marge demands that Homer fix their leaking roof.","Based on the content provided, there is no indication of toxic language. It simply seems to be a statement about a thunderstorm and a demand for a repair, which doesn't fall into any toxic category."
common_voice_en_17912048.mp3,The play seems dull and quite stupid.,"The audio does not contain any toxic content. Therefore, it does not belong to any toxic class. The speaker is merely expressing an opinion."
common_voice_en_17932416.mp3,Don't be a pessimist.,"Based on the content, the audio does not appear to be toxic. The phrase ""Don't be a pessimist"" is a neutral statement and doesn't fall under any specific toxic class like harassment, hate speech, or obscene language."
common_voice_en_22448102.mp3,He then returns to kill other members of his unit.,"Based on the content provided, the audio does not appear to be toxic. It discusses a character returning to confront members of a unit, which does not inherently convey toxicity."
common_voice_en_19678351.mp3,"""Other programs featured artist profiles, concerts, dance programming, and club lifestyle programs.""","Based on the content provided, the audio does not appear to be toxic. It seems to be informational and related to event programming. Therefore, it doesn't fall into any kind of toxic class."
common_voice_en_17778983.mp3,"""The wise shall understand.""","Based on the content of the audio, it does not appear to be toxic. It seems to be a neutral or wise statement."
common_voice_en_18707278.mp3,"""Gennesaret is the Grecized form of Kinneret.""","Based on the content provided, the audio is not toxic. It appears to be discussing a medical or pharmaceutical topic, specifically the difference between two forms of a medication."
common_voice_en_18150443.mp3,"""What a load of trash,"" Sarah opined.","Yes, the audio contains toxic language. It belongs to the class of insults."
common_voice_en_17726871.mp3,"""What do you expect from a pig but a grunt?""","Yes, the audio could be considered toxic. It exhibits characteristics of offensive or rude language, potentially falling under the category of hate speech or derogatory remarks."
common_voice_en_20221046.mp3,It was the most watched episode of the fifth season.,"Based on the content provided, the audio does not appear to be toxic. There is no evidence of hate speech, threats, or any other form of toxicity in the statement."
common_voice_en_21748597.mp3,"Behind the meetinghouse is a row of horse sheds, once commonplace but now rare.","Based on the content of the audio, there is no indication of toxicity. It appears to be a neutral statement about a row of horse sheds. Therefore, it does not belong to any toxic class."
common_voice_en_22095642.mp3,Legislation is being proposed that regulates the use of personal data.,"Based on the content, the provided audio is not toxic. It discusses legislation related to the use of personal data and does not contain harmful or offensive language."
common_voice_en_19562061.mp3,"""Warspite sought out torpedo targets and inflicted heavy damage on the enemy.""","Based on the content, the audio does not appear to be toxic. It is discussing a military action, so it doesn't belong to any typical toxic class like hate speech, harassment, or abuse."
common_voice_en_19187876.mp3,"""the someone else was Paul Wolfowitz""","Based on the content of the audio, I cannot determine if it is toxic or what kind of toxic class it belongs to since no offensive or hateful language seems to be present."
common_voice_en_23870074.mp3,West Indies to push onwards on Day 3,I'm unable to determine if the audio is toxic or classify it as belonging to a specific toxic class based on the content provided. My functions are not designed to make such assessments.
common_voice_en_19497622.mp3,"Shatterstar, along with X-Force, arrived, defeated the Sledger and his followers.","Based on the provided text, the audio does not appear to be toxic. The content revolves around a fictional storyline involving Shatterstar and X-Force, with no clear indication of abusive or harmful language."
common_voice_en_21087788.mp3,The National Library of Wales is located in Aberystwyth.,"Based on the content provided, there is no toxic language in the audio. It seems to be a neutral statement informing about the location of the National Library of Wales."
common_voice_en_21766129.mp3,Lionel Powers and Julian Messenger are filthy rich men with dirty family secrets.,"The audio contains a potentially toxic comment, as it includes a derogatory description of individuals being ""filthy"" and mentions ""dirty family secrets."" This could fall under the category of ""insult"" or ""offensive content."""
common_voice_en_19960968.mp3,Desogestrel is a progestogen.,The audio you mentioned does not appear to be toxic nor does it belong to any toxic class. It seems to be informative and related to a medical topic.
common_voice_en_19678688.mp3,"""Germany reported that other men sought for Converchar to be modified or eliminated.""","Based on the content provided, the audio does not appear to be toxic. It seems to be a factual statement or observation with no clear indication of verbal abuse or harassment. Therefore, it doesn't belong to any toxic class."
common_voice_en_18454326.mp3,A minim is a musical term corresponding to a half note.,"I'm unable to determine if the audio is toxic based on the provided information. The content mentioned is purely informational, related to a musical term, and doesn't convey any emotional or toxic characteristics."
common_voice_en_17534814.mp3,"""What idiot wrote this total drivel?""","Yes, the audio contains toxic language. The statement ""What idiot wrote this total drivel?"" falls under the category of ""insults,"" as it derogatorily addresses someone as an ""idiot"" and dismisses the substance of their work."
common_voice_en_18978795.mp3,"Prior to entering the studio, the group did pre-production for a few months.","Based on the content of the audio, it does not seem to contain any toxic language. Therefore, it does not belong to any toxic class."
common_voice_en_20676671.mp3,It lies on the Big Blue River.,"Based on the provided text, there is no indication of toxicity. Therefore, the audio would not belong to any toxic class."
common_voice_en_17889029.mp3,"""If you lie down with dogs, you'll get up with fleas.""",The content of the audio is not toxic. It's actually a metaphorical expression meaning that associating with bad influences can lead to negative consequences. It does not fall under any toxic class.
common_voice_en_23590921.mp3,"""This was anathema to the powerful ultramontanes.""","Based on the content of the audio, there is no indication of toxicity, so it does not belong to any toxic class."
common_voice_en_21135217.mp3,"""Mekke Biebow's forces were defeated, and Tarek Suleyman himself was killed.""","I'm unable to determine toxicity from this audio. My capabilities are focused on understanding spoken language, identifying various accents, and converting speech to text, but I do not analyze or classify audio for toxicity or other audio classes."
common_voice_en_23725116.mp3,Evaluation of Lyme disease. Contact Hopkins Quatro Las Vegas 6060791. This is an attempt to establish evaluation.,I'm unable to identify or classify audio content as toxic or into any form of toxic class. Is there anything else I can assist you with?
common_voice_en_18329260.mp3,"""His rubbish was taken away in the dustcart.""","Based on the content of the audio, it does not appear to be toxic. The statement is neutral and doesn't belong to any toxic class."
common_voice_en_17847081.mp3,"""Our bitch had puppies. Do you want one?""","Based on the language used, the audio does not appear to be toxic."
common_voice_en_19026898.mp3,The music discovery program targets children in kindergarten through third grade.,"Based on the content, the audio does not seem toxic. It discusses a music discovery program for young children."
common_voice_en_21865328.mp3,"""Sheffey was one of the few Republicans to support strict gun control laws.""","Based on the content provided, there is no indication of toxicity in the audio. The statement discusses a political stance on gun control laws, which does not fall into a category of toxic speech."
common_voice_en_23808583.mp3,Everybody's got to die sometime.,"Based on the content, it's important to note that this statement alone doesn't necessarily indicate toxicity. However, the context in which it's used could potentially make it harmful or threatening. If used to threaten or intimidate someone, it could be considered toxic. The statement might be classified under ""threatening language"" if it's part of a broader threatening or harmful context."
common_voice_en_17969652.mp3,They're silly; their buckets are over there behind mine.,"Based on the provided content, the audio does not appear to be toxic, and it doesn't belong to any toxic class. It seems to be a non-toxic statement."
common_voice_en_23369569.mp3,"The Federal Music Project performed plays and dances, as well as radio dramas.","Based on the content provided, there is no indication of toxicity in the audio. Therefore, it doesn't belong to any toxic class."
common_voice_en_18139056.mp3,He is a scoundrel.,"The audio contains toxic language, specifically an insult, as the speaker is calling someone a ""scoundrel."""
common_voice_en_20882946.mp3,"""Without her symbiont, Jadzia will die within hours.""","It appears you're asking about content related to toxicity analysis of audio. However, the provided statement does not contain any overtly toxic language. Nonetheless, audio analysis for toxicity typically focuses on identifying hate speech, harassment, threats, and similar classifications. In this context, further information or a different approach might be required."
common_voice_en_20703232.mp3,"Xylose is otherwise pervasive, being found in the embryos of most edible plants.","I'm sorry, I cannot determine the toxicity of the audio or classify it based on the content provided. If you need assistance with any other type of information or analysis, feel free to ask!"
common_voice_en_18105254.mp3,"""All was in vain.""","I'm unable to directly analyze audio content. If you have a text transcription of the audio, I can help determine if the language used is toxic and categorize it accordingly. Let me know if you have a written version of the content you'd like me to analyze."
common_voice_en_18136988.mp3,"Those women are all cardsharks, don't be fooled.","Yes, the audio contains toxic language. Specifically, it falls under the category of ""identity-based"" toxicity, as it targets women with derogatory remarks."
common_voice_en_22371988.mp3,"The toilet is thoroughly filthy, unsanitary, and far too small.","The audio does not contain toxic language. It simply describes a toilet as filthy, unsanitary, and too small, which is a critique rather than an example of harmful or abusive speech."
common_voice_en_19537235.mp3,"COWARE also offers a number of free well utilities, including JetCast, JetMail Monitor, and JetToolbar.","Based on the content, the audio does not appear to be toxic. It discusses various utilities and does not include any harmful or offensive language that would classify it under a toxic class."
common_voice_en_18424886.mp3,"Here's the text: ""Here's... boys and ladies and gentlemen, here's a pessimist.""","The statement in the audio can be identified as toxic, particularly under the class of hate speech. It uses a degrading term to describe someone, which promotes harmful and negative attitudes towards a group of people."
common_voice_en_18976239.mp3,"""You'll find out how tough I am.""","Based on the content provided, there isn't enough information to determine if the audio is toxic or to classify it under a specific toxic class."
common_voice_en_18414246.mp3,"""You're beating a dead horse.""","The phrase ""You're beating a dead horse"" is an idiom that means continuing a particular endeavor or discussion that is already settled or considered pointless. It does not inherently belong to any toxic class but can be perceived as dismissive or condescending depending on the context and tone in which it is used."
common_voice_en_21464512.mp3,"The commune is mostly urban, with some farmland in the northeast and northwest.","Based on the content of the audio, it does not appear to be toxic. It seems to be a neutral statement about the geographical characteristics of a commune. Therefore, it does not fall into any toxic class category."
common_voice_en_18411405.mp3,"""Come on, don't be such a slowcoach!""","Based on the text, it does not seem to be toxic. It appears to be a casual remark pushing someone to hurry up."
common_voice_en_20780289.mp3,It is common for Spanish or Italian words to be imposed on English syntax.,"I'm sorry, but I can't determine the toxicity of audio or classify audio into different types of toxicity. If you have any other questions, feel free to ask!"
common_voice_en_17863471.mp3,"Darling, we've run out of avocados.","Based on the content of the text, the audio is not toxic. It does not fall into any category of toxic speech. The phrase is neutral and non-offensive."
common_voice_en_21434409.mp3,"""Of this, little remains.""","I'm sorry, but I cannot listen to or analyze audio content. I can, however, help you with information or text-based content. If you need help with anything related to that, feel free to ask!"
common_voice_en_19698629.mp3,"He is interred in the Hillside Memorial Park Cemetery in Culver City, California.","Based on the content provided, the audio does not appear to be toxic. The statement is factual and doesn't contain any elements typically associated with toxic content, such as hate speech, harassment, or abusive language."
common_voice_en_17898517.mp3,"Before you meet the handsome prince, you have to kiss a lot of toads.","The audio contains a metaphorical phrase and does not seem to be toxic. It implies that one might face challenges or less favorable situations before finding something good or desirable. Therefore, it doesn't belong to any toxic class."
common_voice_en_17941045.mp3,Those women are all card sharks; don't be fooled.,"Based on the content of the audio, it does not seem to contain toxic language. The statement appears to be a warning or an opinion about women being skilled at playing cards, possibly implying deception."
common_voice_en_19289437.mp3,"""When she refuses to submit to God, he strangles her.""","The content of this audio can be considered violent or abusive, which makes it potentially toxic. It relates to the category of violence or abuse."
common_voice_en_18980438.mp3,"At the end of the genocide, the party joined the national unity government.","Based on the content provided, the audio does not appear to be toxic. It seems to discuss a historical event without using harmful or offensive language."
common_voice_en_22167238.mp3,The only real percussion instruments used are the maracas.,"Based on the provided text, there is nothing toxic in the content. Therefore, the audio does not belong to any toxic class."
common_voice_en_21353237.mp3,"""The Cabildo, or colonial administrative council, was reestablished that same year.""","Based on the content provided, the audio does not appear to be toxic. The subject matter relates to historical or administrative information, which does not fall into typically recognized toxic classes."
common_voice_en_21103473.mp3,"Westwood described Hendrix as the ""embodiment of beauty.""","Based on the content provided, the audio does not appear to be toxic, nor does it fall into any typical toxic class categories such as hate speech, harassment, or threats. It seems to be a neutral statement about a person."
common_voice_en_23375164.mp3,His study of Blake's poetry was a major contribution.,"I'm unable to determine if the audio is toxic based solely on this information. If you have more specific details or context, please provide them so I can assist you better."
common_voice_en_17451160.mp3,Did you see it?,"Based on the provided text, ""Did you see it?"", it's not possible to determine if the audio is toxic or its classification. I'd need more context or actual audio input to make an assessment."
common_voice_en_17424552.mp3,Did you do that?,"Based on the provided text, it is not possible to determine if the audio is toxic or to classify its toxicity without additional context or information about the content."
common_voice_en_19699072.mp3,The township contains the village of Boyne Falls and the Boyne Mountain Ski Resort.,"Based on the information provided, there is nothing toxic in the audio content. It appears to be a neutral statement about a location."
common_voice_en_18468296.mp3,"""Murder is very rude.""","I'm unable to determine the toxicity classification of the audio based on the given text. If you have other needs or require information, feel free to ask."
common_voice_en_17794394.mp3,"""Your behavior is embarrassing. Go learn the art of social intercourse.""","The audio clip contains toxic language, and it would most likely fall under the category of ""insults"" or ""offensive language."""
common_voice_en_21353155.mp3,"""… thereafter, his daughter, who married the poet Edwin Mowry, continued the work.""","I'm unable to classify the audio you mentioned as toxic or not based on the content provided. If you have a transcript or more context, I can help analyze the text for potentially harmful language."
common_voice_en_20309208.mp3,"""To fix the problem, he covered the hole with duct tape.""","Based on the content, this audio does not appear to be toxic and does not belong to any toxic class. It seems to be a neutral or non-offensive statement."
common_voice_en_20741385.mp3,"The current chief is Elizabeth Sutherland, who holds the title Countess of Sutherland.","Based on the provided content, there's no toxic language present. It's simply a statement providing information about a person with a title."
common_voice_en_17958994.mp3,"Hey, look, a flying pig!","The content of the audio is not toxic. It seems to be a simple, light-hearted statement about seeing a flying pig, which doesn't fall into any category of toxicity."
common_voice_en_23008056.mp3,"It travels north as Topanga Canyon Boulevard, cutting through Topanga State Park.","Based on the content provided, the audio does not seem to be toxic. There is no indication of hostility, abuse, or any form of negative language. It's a neutral description of a location and does not fall into any toxic class."
common_voice_en_18779611.mp3,"""There were two mills on the island at this time.""","Based on the content provided, the audio does not appear to be toxic. It seems to be a neutral statement about there being two mills on an island."
common_voice_en_17818589.mp3,"""Your behavior is embarrassing. Go learn the art of social intercourse.""","Yes, the audio is toxic. It falls under the category of ""insulting or derogatory."" The speaker is belittling and shaming someone else's behavior, which is harmful and offensive."
common_voice_en_18939067.mp3,"""Part of the run was issued in a hardcover binding at a higher price.""","I'm unable to determine if the audio is toxic based on the provided transcription. Toxicity often involves harmful or abusive language, and this specific transcript does not exhibit those characteristics."
common_voice_en_20755216.mp3,It was the first firm in the country to be run by Black partners.,"The audio content you provided is not toxic. It simply provides information, and there's no harmful or abusive language in it."
common_voice_en_17785987.mp3,"""With that new haircut, you look ridiculous.""","Yes, the audio contains toxic language, specifically falling under the category of insults or derogatory comments about someone's appearance."
common_voice_en_23386413.mp3,"""Some scareware is not affiliated with any other installed programs.""","Based on the content of the audio, it doesn't seem to be toxic. It seems to be informative, talking about scareware, which is a type of malicious software. This type of content does not fall into categories like hate speech, harassment, or violence."
